Nombre,Tipo Fitness,Categoría Google,País,Ciudad,Zona Premium,Dirección,Teléfono,Sitio Web,Email,Rating,Nº Reseñas,Tamaño Estimado,Prioridad,Score Nexora (0-10),Tiene Web,Tiene Teléfono,Campaña,Mes Scraping,Google Maps URL
Sincero,Otro,Cafetería,Colombia,Envigado,Envigado,"Cl. 38 Sur #45A - 3, Envigado, Antioquia",+57 320 9626965,,,5,53,Mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Sincero&query_place_id=ChIJu6-JVB6DRo4RFTJkUkBJrtI
Activ Fisioterapia,Otro,Clínica de fisioterapia,Colombia,Medellín,El Poblado,"Cra. 43A #8sur-15 piso 5, Oficina 505, Medellín, El Poblado, Medellín, Antioquia",+57 304 5669298,https://www.instagram.com/activft/,,5,52,Mediano,MEDIA,10,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Activ%20Fisioterapia&query_place_id=ChIJz4vD53ODRo4R9IsplooF_DU
GIMNASIO GYMPLUS,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl 44 #100 54, Medellín, San Javier, Medellín, Antioquia",+57 305 3583222,,,4.8,52,Mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=GIMNASIO%20GYMPLUS&query_place_id=ChIJJXqCSJMpRI4RFQjTeyxmJYw
PERSA GYM,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Paraná 660, Córdoba, Córdoba",+54 297 473-0413,https://www.instagram.com/persagym/,,5,51,Mediano,MEDIA,10,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=PERSA%20GYM&query_place_id=ChIJjcfS36KjMpQRpMORATxS66M
Sniper Box,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cra. 46 #38 Sur-70 a 38 Sur-40, Envigado, Antioquia",+57 311 3054587,,,4.9,48,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Sniper%20Box&query_place_id=ChIJ-zm3XU-DRo4R4fN6Ir8Hm5I
FUEL PALERMO,Otro,Salón para eventos,Argentina,Buenos Aires,Palermo,"Cnel. Niceto Vega 5390, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 3308-2306,,,4.8,48,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=FUEL%20PALERMO&query_place_id=ChIJy8S7QKC1vJURAfYMyCG3HZ0
TEAM BOX GYM,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cl. 39 Sur #43-65, Envigado, Antioquia",+57 304 5524455,,,5,47,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=TEAM%20BOX%20GYM&query_place_id=ChIJD4uATF6DRo4R4sQgewmZuGs
Booty House,Baile / Danza,Academia de baile,Colombia,Medellín,El Poblado,"Cra 43D #10-84 Int. 201, Medellín, El Poblado, Medellín, Antioquia",+57 300 6394919,,,5,45,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Booty%20House&query_place_id=ChIJKzetCPwpRI4RqnwU_5ReykA
Pole Sport Medellín,Gimnasio,Club deportivo,Colombia,Medellín,Laureles,"Cl. 1 Sur #50 G - 28, Medellín, Guayabal, Medellín, Antioquia",+57 324 5480090,,,5,45,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Pole%20Sport%20Medell%C3%ADn&query_place_id=ChIJ43gBJwCDRo4RX-hM2ZBdykU
Titanus Center,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cl. 37 Sur #39-33 Piso 2, Envigado, Antioquia",+57 313 5367429,,,5,38,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Titanus%20Center&query_place_id=ChIJSbN7XQCDRo4RiTyJJCXEEsE
Brave GYM,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cra. 81c #49F - 68, Medellín, La América, Medellín, Antioquia",+57 310 5315372,,,4.9,37,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Brave%20GYM&query_place_id=ChIJo4zdAE8pRI4RUxcJ-XbLGyE
Personal Training Center,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cl. 36d Sur #27 a 105, Envigado, Antioquia",+57 314 7318708,,,4.8,37,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Personal%20Training%20Center&query_place_id=ChIJF2UEYgCDRo4RS0QjNbtRsW8
876 Wellness Club,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl 34B #65D-71, Medellín, Laureles, Medellín, Antioquia",+57 312 8935673,,,4.9,31,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=876%20Wellness%20Club&query_place_id=ChIJbyLIfaUpRI4RqUwL1v4PXXo
Risanawellness,Pilates,Centro de pilates,Colombia,Envigado,Envigado,"Cra. 46A #35 a sur-60, Envigado, Antioquia",+57 310 7067478,,,4.9,31,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Risanawellness&query_place_id=ChIJnzQILnSBRo4RTLRaiOFuS7I
Tecnofits,Otro,Centro de aprendizaje a distancia,Argentina,Córdoba,Nueva Córdoba,"Independencia 1073, Córdoba, Córdoba",+54 351 460-2641,,,4.8,31,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Tecnofits&query_place_id=ChIJD7jEK4qiMpQRZ1viK-YyFQI
Corpus Sport,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 52 #49-96, Medellín, La Candelaria, Medellín, Antioquia",+57 312 6413008,,,4.8,30,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Corpus%20Sport&query_place_id=ChIJU-20EPcoRI4Rz4zSsaONavA
C2W Project #SialBienestar (Eat Healthy n’ Training),Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Av. Ingenieros Militares 28, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 1456 2296,,,5,28,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=C2W%20Project%20%23SialBienestar%20(Eat%20Healthy%20n%E2%80%99%20Training)&query_place_id=ChIJ-QUbsJUD0oURehRItNrMQIM
Beatness Palmas,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Av. Paseo de las Palmas 530, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 7089 5337,,,4.9,24,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Beatness%20Palmas&query_place_id=ChIJwZyzHrID0oURKdMOYrxUcl4
Vishnu Yoga,Yoga,Centro de yoga,Argentina,Córdoba,Nueva Córdoba,"Paraná 660, Córdoba, Córdoba",+54 351 374-4568,,,4.7,24,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Vishnu%20Yoga&query_place_id=ChIJJ5Sx-eSjMpQR73TaFfBhwVQ
Training Ground,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Cra. 24 #49-29, Bogotá, Cundinamarca",+57 302 8281093,,,4.7,23,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Training%20Ground&query_place_id=ChIJO1E5xFqbP44RL5rV3F_O0R4
Crossfit Physical World,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Medellín, Buenos Aires, Medellín, Antioquia",+57 321 7688251,,,4.7,22,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Crossfit%20Physical%20World&query_place_id=ChIJzQ7iyVwoRI4ROuErwShTEUg
BeatRide CDMX,Otro,,México,Ciudad de México,Polanco,"Av. Fuente de Los Leones 47, Naucalpan de Juárez, Estado de México",+52 55 5589 9689,,,5,22,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=BeatRide%20CDMX&query_place_id=ChIJ5UuxyBEB0oURqS0DT4voEgo
Eco Functional Club,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cra. 43F #14a - 126, Medellín, El Poblado, Medellín, Antioquia",+57 301 8878060,,,5,21,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Eco%20Functional%20Club&query_place_id=ChIJ60liZM4pRI4R2TIJ_iZnDPs
Espacio Vibra. Yoga y Masajes Ayurvédicos,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Gorriti 5479, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 6728-1951,,,5,20,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Espacio%20Vibra.%20Yoga%20y%20Masajes%20Ayurv%C3%A9dicos&query_place_id=ChIJceWd6221vJURQH2lcCrdy_0
Costantino Pilates Studio,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Angelo de Peredo 20, Córdoba, Córdoba",+54 351 379-6603,,,5,20,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Costantino%20Pilates%20Studio&query_place_id=ChIJIfv5TgCjMpQRGlMuaAixRqo
Yourself Pilates Studio,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Cl. 32E #76 - 18, Medellín, Belén, Medellín, Antioquia",+57 333 2639785,,,5,18,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Yourself%20Pilates%20Studio&query_place_id=ChIJFSqsIhIpRI4RquLCHn72MNo
Boxeo Personalgym,Artes Marciales,Escuela de boxeo,Argentina,Buenos Aires,Palermo,"Av. Luis María Campos 1371, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 6893-4455,,,5,18,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Boxeo%20Personalgym&query_place_id=ChIJ0zIa77W1vJURYN5Ua4OyJag
Shanti Pilates Studio,Pilates,Centro de pilates,Colombia,Medellín,El Poblado,"Cl. 16 Sur #43 A 49, Medellín, El Poblado, Medellín, Antioquia",+57 311 8985437,,,5,17,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Shanti%20Pilates%20Studio&query_place_id=ChIJY7WCmReDRo4R3cyMsujXvQM
My balance centro de pilates y fisioterapia,Otro,Centro de salud y bienestar,Colombia,Medellín,Laureles,"Cra. 78A #48-56, Medellín, Laureles, Medellín, Antioquia",+57 304 6583806,,,5,17,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=My%20balance%20centro%20de%20pilates%20y%20fisioterapia&query_place_id=ChIJV--hS50pRI4R4rqtwrORZ2w
Elö Pilates Studio,Pilates,Centro de pilates,Colombia,Bogotá,Chapinero,"Cra. 21 #35-42, Bogotá, Bogotá",+57 320 4345355,,,5,17,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=El%C3%B6%20Pilates%20Studio&query_place_id=ChIJLaImrOeZP44RqQ_Uv2vSRgw
BRO TRAINING CENTER,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cra. 32 #37 sur - 09, Envigado, Antioquia",+57 316 2799443,,,5,16,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=BRO%20TRAINING%20CENTER&query_place_id=ChIJ09A2feCDRo4RMW_ij4eZCHI
Gimnasio Personalizado Fuerza y Avanza,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Dg. 32c #34DD Sur 25, Envigado, Antioquia",+57 305 2994092,,,5,15,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Personalizado%20Fuerza%20y%20Avanza&query_place_id=ChIJFc3pVc6DRo4Rt30XgOgiUzE
STUDIO PILATES RIMONT,Gimnasio,Centro deportivo,Colombia,Bogotá,Chapinero,"Cl. 39a #26-37, Bogotá, Bogotá",+57 315 8043443,,,5,15,Pequeño-mediano,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=STUDIO%20PILATES%20RIMONT&query_place_id=ChIJt8nBK9WbP44RqLtn7RoxyvE
ARKHAM BOX CROSSTRAINING CROSSFIT,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Cra. 33a #25 F 13 Casa, Bogotá, Cundinamarca",+57 322 8900503,,,5,14,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ARKHAM%20BOX%20CROSSTRAINING%20CROSSFIT&query_place_id=ChIJSzGmonSbP44RF8eJZ9WkHzM
Sukha Yoga Center,Yoga,Centro de yoga,Colombia,Medellín,Laureles,"Cra. 76 #30a-36, Medellín, Belén, Medellín, Antioquia",+57 310 2182012,,,5,12,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Sukha%20Yoga%20Center&query_place_id=ChIJhQmNdQApRI4RMbTRZ9e5-aw
Studio Pilates,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Calz Legaria 249-local h, Gustavo A. Madero, Ciudad de México, Cd. de México",+52 55 3128 4166,,,5,12,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Studio%20Pilates&query_place_id=ChIJyblQNwAD0oURRgKVBMMTcvg
Ser+fit Fitness Center,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cl. 24 #44 - 44, Medellín, El Poblado, Medellín, Antioquia",+57 310 5628853,,,5,11,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Ser%2Bfit%20Fitness%20Center&query_place_id=ChIJT5LmJmMpRI4R5X5AAorSqIA
amar Pilates Studio,Pilates,Centro de pilates,Argentina,Buenos Aires,Palermo,"Gorostiaga 2359, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 2537-0009,,,5,11,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=amar%20Pilates%20Studio&query_place_id=ChIJn_-J9Pm1vJURogqOy_3hmi4
VASSFITMX,Otro,Entrenador personal,México,Ciudad de México,Polanco,"Av. Horacio 1528, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 3715 0710,,,5,11,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=VASSFITMX&query_place_id=ChIJZVmUH4sD0oURsWaF9uVrghA
TereYoga=corazon+energía,Yoga,Centro de yoga,Colombia,Medellín,El Poblado,"Dentro del Centro Cultural Palermo, Cl. 9 #42 - 37 Edificio 4 piso, Medellín, El Poblado, Medellín, Antioquia",+57 301 6906262,,,5,10,Pequeño,ALTA,10,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=TereYoga%3Dcorazon%2Benerg%C3%ADa&query_place_id=ChIJMfq8K8cpRI4RTb3nBdKBpDY
Omnia Fitness center,Gimnasio,Gimnasio,Argentina,Buenos Aires,Palermo,"C1425FVC, Fitz Roy 2261, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 4776-6496,https://www.omniafc.com.ar/,,4.9,693,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Omnia%20Fitness%20center&query_place_id=ChIJlcazU5C1vJUR4YfdC8ke8Vg
Trepa: La Casa de la Escalada,Gimnasio,Gimnasio con rocódromo,Colombia,Bogotá,Chapinero,"Dg. 45d #16a-23, Bogotá, Bogotá",+57 314 2274360,https://www.trepa.co/,,4.9,518,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Trepa%3A%20La%20Casa%20de%20la%20Escalada&query_place_id=ChIJldgE6DibP44ROcgJphf04UI
Maas Yoga Belgrano,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Casa, 3 de Febrero 1165, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 3481-7777,http://www.maasyoga.com.ar/,,4.9,392,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Maas%20Yoga%20Belgrano&query_place_id=ChIJjy4CUBe1vJURPSFI92SyDic
Consultor Experto en Marketing Digital Cesar Mesa,Otro,Agencia de marketing,Colombia,Medellín,Laureles,"Calle 52 ###47 – 28 Edificio LA CEIBA Oficina 1301, Medellín, La Candelaria, Medellín, Antioquia",+57 324 7966666,https://cesarmesa.com.co/,,4.9,343,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Consultor%20Experto%20en%20Marketing%20Digital%20Cesar%20Mesa&query_place_id=ChIJgSuS9SkpRI4RgC5WLF00Dj0
Casa Caravan,Otro,Hotel,Argentina,Buenos Aires,Palermo,"Uriarte 1642, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 4833-4544,http://www.casacaravan.com.ar/,,4.9,293,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Casa%20Caravan&query_place_id=ChIJC81VKom1vJURsGCboTgY8Z0
Action Black Campestre,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Carrera 43a, Cl. 16aa Sur #24, Medellín, El Poblado, Medellín, Antioquia",+57 317 3683535,https://www.actionblack.co/,,4.9,241,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Action%20Black%20Campestre&query_place_id=ChIJVUb_kxWDRo4RDGnLgO3atXM
Action Black La inferior,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"6C7R+73P, Cra. 30 #11C 09, Medellín, El Poblado, Medellín, Antioquia",+57 317 3683535,https://www.actionblack.co/,,4.9,231,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Action%20Black%20La%20inferior&query_place_id=ChIJqSs7KjMpRI4RHO3dLpBGqGU
Best Club,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"San Lorenzo 449, Córdoba, Córdoba",+54 9 351 868-9190,https://bestclub.com.ar/,,4.9,213,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Best%20Club&query_place_id=ChIJPcLEhiKjMpQRrahRYE_ZQzE
Alpha Fit Club,Gimnasio,Centro deportivo,Colombia,Bogotá,Chapinero,"Ak. 50 #56B-46, Bogotá, Cundinamarca",+57 319 2399267,https://www.alphafitclub.co/,,4.9,206,Grande (cadena),MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Alpha%20Fit%20Club&query_place_id=ChIJM4pWNLabP44RtuEye10ES_E
Element Wellness Center,Otro,Spa,Colombia,Medellín,El Poblado,"Cra. 39 #8 - 48, Medellín, El Poblado, Medellín, Antioquia",+57 322 5733013,http://elementwellness.center/,,4.9,183,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Element%20Wellness%20Center&query_place_id=ChIJ386HR9QpRI4Rn5TfeW2FPpA
Action Black 1433 Park,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Ak 14 #33-46, Bogotá, Cundinamarca",+57 323 5004395,https://www.actionblack.co/,,4.9,173,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Action%20Black%201433%20Park&query_place_id=ChIJLzDzb7yZP44RxSJCuzkArl4
Kiin Living,Otro,Complejo de apartamentos,Colombia,Medellín,El Poblado,"Cra. 29 #1-203, Medellín, El Poblado, Medellín, Antioquia",+57 314 4718720,https://kiinliving.com/,,4.9,142,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Kiin%20Living&query_place_id=ChIJlewCGEcvRI4Rl_HZ0BFIDMM
Pilates HIIT,Pilates,Centro de pilates,Argentina,Buenos Aires,Palermo,"Av. Córdoba 5869, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 3485-7514,http://www.pilates-hiit.com/,,4.9,135,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Pilates%20HIIT&query_place_id=ChIJJ2XatZe1vJURH7wwEiCAXm0
Gracie Barra Jiu Jitsu Medellín,Artes Marciales,Escuela de artes marciales,Colombia,Envigado,Envigado,"Cra. 43A #34 Sur - 25 Piso 201, Zona 2, Envigado, Medellín, Envigado, Antioquia",+57 315 4558980,https://wa.link/gzsp5v,,4.9,127,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gracie%20Barra%20Jiu%20Jitsu%20Medell%C3%ADn&query_place_id=ChIJXS6nJ4GCRo4RK2DFeym9naI
AVIPS Academia de Vigilancia y Seguridad Privada.,Otro,Centro de formación profesional,Colombia,Medellín,Laureles,"Cra 66 #48D-18, Medellín, Laureles, Medellín, Antioquia",+57 316 2457107,http://www.avips.co/,,4.9,120,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=AVIPS%20Academia%20de%20Vigilancia%20y%20Seguridad%20Privada.&query_place_id=ChIJw-m6R_coRI4R5pMBIANRzRA
DeRose Palermo,Gimnasio,Gimnasio,Argentina,Buenos Aires,Palermo,"Fray Justo Sta. María de Oro 1702, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 7229-9367,http://www.derosepalermo.com/,,4.9,113,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=DeRose%20Palermo&query_place_id=ChIJMzwnLY-1vJUR0pEep7P0iKA
Action Black Belén,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 30A #73-63, Medellín, Belén, Medellín, Antioquia",+57 311 2240732,https://www.actionblack.co/,,4.9,110,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Action%20Black%20Bel%C3%A9n&query_place_id=ChIJd7MazpYpRI4R-yXc2SIs9z0
Flexus Studio,Baile / Danza,Academia de baile,Colombia,Medellín,Laureles,"Cra 79 #44 a 20, Medellín, La América, Medellín, Antioquia",+57 304 5928130,http://flexusstudio.com/,,4.9,106,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Flexus%20Studio&query_place_id=ChIJ9Tw6NHApRI4RkoB2_Ly_Ew4
BullBox Laureles,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cq. 2 #73- 29, Medellín, Laureles, Medellín, Antioquia",+57 304 6312767,https://taplink.cc/bullboxcrossfit?fbclid=PAAabLgWUwk4G8PRul_qyaS-17-12xhrbBnAhKX3r6n0CAjvAv1rpfvO-qY1E,,4.9,105,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=BullBox%20Laureles&query_place_id=ChIJ-UKRc-cpRI4Rg-YPtnZUibM
Studio San Diego,Yoga,Centro de yoga,Colombia,Medellín,Laureles,"Cra. 43 #31-148 Local #202, Medellín, La Candelaria, Medellín, Antioquia",+57 324 6588322,https://www.studiosandiego.co/,,4.9,104,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Studio%20San%20Diego&query_place_id=ChIJ_bnMZkIpRI4R56hlumOdl1U
PROtraining - Mucho mas que un Gimnasio,Otro,Entrenador personal,Colombia,Medellín,Laureles,"T. 35 #66a -93, Medellín, Laureles, Medellín, Antioquia",+57 305 9032953,https://miversionpro.com/protraining,,4.9,100,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=PROtraining%20-%20Mucho%20mas%20que%20un%20Gimnasio&query_place_id=ChIJ1dGLjaUpRI4R6ZqKc3JcedQ
Blocánico Escalada,Gimnasio,Gimnasio con rocódromo,Colombia,Bogotá,Chapinero,"Cl. 35 #19 23, Bogotá, Bogotá",+57 322 8691408,https://www.instagram.com/blocanico?igsh=MWE5N2t6MW81aGdwbw==,,4.9,87,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Bloc%C3%A1nico%20Escalada&query_place_id=ChIJ_35F0-SZP44RmmeNI1_buR0
EFFORT indoor cycling,Otro,Club de ciclismo,Colombia,Medellín,Laureles,"Cl. 43 #74-45, Medellín, Laureles, Medellín, Antioquia",+57 320 3724572,http://effortstudio.co/,,4.9,84,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=EFFORT%20indoor%20cycling&query_place_id=ChIJRwpstY4pRI4R2jGWVx1p-wM
Unique Pilates Velódromo,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Cra 77A #45 E 7, Medellín, Laureles, Medellín, Antioquia",+57 305 3035925,http://www.uniquepilates.co/,,4.9,77,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Unique%20Pilates%20Vel%C3%B3dromo&query_place_id=ChIJ0_xZUHIpRI4R5ZtXoFwSDJM
108 Yoga,Yoga,Centro de yoga,Colombia,Medellín,El Poblado,"Cl. 5 Sur #3072, Medellín, El Poblado, Medellín, Antioquia",+57 604 2080403,http://www.108yogacolombia.com/,,4.9,72,Mediano,MEDIA,9.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=108%20Yoga&query_place_id=ChIJ0cHAmo-CRo4RhJijkT7v6Ok
